0,1
1,2
2,3
3,4
4,5
5,6
6,7
6,189
7,8
8,7
8,9
9,10
10,11
10,25
11,12
11,169
11,186
12,13
12,28
13,14
14,15
15,16
16,17
16,98
17,18
18,19
18,155
19,20
20,21
20,141
21,22
22,23
23,24
23,55
23,193
24,25
25,26
26,23
26,27
27,28
28,29
29,30
30,31
30,45
31,32
31,96
32,33
33,34
34,35
35,36
35,63
36,37
36,67
37,38
38,39
39,40
39,55
39,160
40,41
40,174
41,42
42,43
43,44
44,45
45,46
46,47
47,48
48,49
49,50
50,51
50,65
51,52
52,53
53,54
53,171
54,55
54,145
54,167
55,56
56,35
56,57
56,175
57,35
57,58
58,8
58,59
58,197
59,25
59,60
59,129
60,61
61,62
62,41
62,63
63,64
64,65
65,66
66,67
67,68
68,16
68,69
68,179
69,70
69,163
70,62
70,71
70,85
71,1
71,72
72,73
73,74
74,20
74,75
75,76
75,160
76,77
77,78
78,79
79,80
80,81
80,102
81,82
82,83
83,84
83,196
84,85
85,86
86,87
87,71
87,88
88,89
89,90
90,91
90,105
91,88
91,92
92,93
93,41
93,94
94,90
94,95
95,96
96,97
97,24
97,71
97,98
97,152
98,99
99,100
100,101
101,102
102,92
102,103
103,104
104,105
105,106
106,107
107,56
107,108
108,109
108,152
109,110
109,149
110,111
110,125
111,112
112,113
113,114
114,115
114,150
115,116
116,117
116,162
117,118
117,137
118,97
118,119
119,120
120,121
121,122
122,123
123,124
124,125
125,126
126,127
127,101
127,128
128,129
129,130
130,126
130,131
130,145
131,132
132,133
133,134
134,135
135,136
136,137
136,186
137,67
137,138
138,139
139,22
139,140
140,141
141,142
142,143
143,50
143,144
144,145
145,146
146,147
147,49
147,148
148,149
149,150
150,151
150,165
151,108
151,152
152,153
153,154
154,6
154,67
154,155
155,156
156,157
157,158
158,92
158,159
159,160
160,161
161,162
162,43
162,163
163,28
163,164
164,117
164,165
165,166
166,167
167,168
168,169
169,170
170,171
170,185
171,172
172,173
173,174
173,189
174,165
174,175
175,176
176,142
176,177
177,178
178,108
178,179
179,139
179,180
180,17
180,181
181,182
182,183
183,80
183,166
183,184
184,185
185,186
186,187
187,188
188,26
188,189
189,190
190,143
190,191
191,149
191,192
192,193
193,194
194,40
194,195
195,86
195,196
196,197
197,198
198,14
198,199
