62,0
229,0
250,0
249,0
254,0
381,0
380,0
379,0
378,0
377,0
447,0
446,0
445,0
670,0
669,0
668,0
667,0
999,0
1355,0
1194,0
1175,0
1395,0
1174,0
1173,0
1172,0
1171,0
1170,0
1169,0
1168,0
1167,0
1166,0
1165,0
1164,0
1163,0
1162,0
1161,0
1160,0
1190,0
1189,0
1188,0
1187,0
1186,0
1185,0
1184,0
1183,0
1182,0
1181,0
1180,0
1179,0
1178,0
1177,0
1176,0
1493,0
1492,0
1491,0
1490,0
1498,0
1519,0
1646,0
1579,0
1578,0
1577,0
1576,0
1575,0
1574,0
1573,0
1572,0
1595,0
1594,0
1593,0
1592,0
1591,0
1590,0
1589,0
1588,0
1822,0
1821,0
1638,0
1656,0
1655,0
1654,0
1653,0
1652,0
1651,0
1670,0
1956,0
2025,0
2108,0
2112,0
2111,0
2078,0
2216,0
2215,0
2214,0
2290,0
2034,0
2033,0
2032,0
2031,0
2030,0
2029,0
2028,0
2027,0
2024,0
2023,0
2022,0
2021,0
2020,0
2019,0
2018,0
2017,0
1698,0
1697,0
1696,0
1695,0
1694,0
1693,0
1692,0
1691,0
1690,0
1689,0
1688,0
1687,0
1718,0
1717,0
1716,0
1715,0
1994,0
2424,0
2199,0
2433,0
2436,0
2490,0
2555,0
2558,0
2445,0
2442,0
997,0
996,0
995,0
994,0
993,0
992,0
991,0
990,0
989,0
988,0
987,0
986,0
985,0
984,0
1002,0
1015,0
1014,0
1157,0
1156,0
1155,0
1154,0
1153,0
1152,0
1151,0
1150,0
1149,0
1148,0
1147,0
1146,0
1145,0
1144,0
1143,0
1142,0
1141,0
1140,0
1139,0
1138,0
1137,0
1136,0
1135,0
1134,0
1133,0
1132,0
1131,0
1130,0
1129,0
2737,0
2736,0
2735,0
2734,0
2733,0
2732,0
2731,0
2730,0
2729,0
2728,0
2759,0
2758,0
1063,0
1062,0
1061,0
1060,0
1059,0
1128,0
1127,0
1126,0
1125,0
1124,0
1210,0
1217,0
1216,0
1215,0
1214,0
1213,0
1212,0
1230,0
1229,0
1228,0
1227,0
1226,0
1247,0
1246,0
1245,0
1244,0
1243,0
1251,0
1250,0
1249,0
1334,0
1333,0
1332,0
1331,0
1330,0
1329,0
1328,0
1327,0
1326,0
1325,0
1324,0
1323,0
1322,0
1321,0
1320,0
1319,0
1318,0
1317,0
1316,0
1315,0
1314,0
1313,0
1312,0
1311,0
1310,0
1309,0
1308,0
1307,0
1306,0
1305,0
1304,0
1303,0
1302,0
1301,0
1300,0
1299,0
1298,0
1297,0
1296,0
1349,0
1348,0
1597,0
1596,0
1750,0
1749,0
1748,0
1747,0
1746,0
1587,0
1586,0
1585,0
1584,0
1583,0
1582,0
2041,0
2040,0
