1,2
1,81
1,91
2,3
2,7
3,4
3,41
4,1
4,5
5,6
6,7
7,6
7,8
8,9
9,6
9,10
10,1
10,99
11,12
12,13
12,15
12,20
13,14
13,31
13,71
14,15
15,16
16,17
16,20
17,18
18,19
19,13
19,20
20,28
20,98
21,22
21,23
21,26
21,27
21,31
22,11
22,23
23,24
24,25
25,26
25,29
26,27
27,28
28,29
29,22
29,30
30,38
30,49
30,60
30,69
31,32
32,21
32,33
32,61
33,34
33,40
34,35
35,36
36,37
37,36
37,38
38,39
39,40
40,19
40,26
40,76
40,90
40,94
41,42
41,81
42,43
43,21
43,44
43,50
44,42
44,45
45,46
46,47
47,44
47,48
47,49
48,49
49,50
50,8
50,95
51,21
51,52
52,53
53,54
53,71
54,53
54,55
55,56
56,57
57,52
57,58
58,55
58,59
59,60
60,52
60,55
61,62
62,21
62,63
63,64
63,91
64,65
65,66
66,63
66,67
67,66
67,68
68,62
68,69
69,68
69,70
70,37
71,72
72,73
72,81
72,91
73,31
73,74
73,75
74,75
75,72
75,76
75,79
76,77
77,78
78,75
78,79
79,80
80,16
80,56
81,82
82,83
82,90
82,91
83,31
83,84
84,85
85,86
86,87
87,84
87,85
87,88
88,89
89,85
89,86
89,90
90,8
90,45
90,77
91,1
91,92
91,96
92,41
92,93
93,11
93,31
93,94
94,95
95,96
96,97
97,96
97,98
98,99
99,100
100,10
100,64
100,79
100,87
100,98
